C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_008.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_008.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_008.jpg,0,0,0,0.5285202
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_075.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_075.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_075.jpg,0,0,0,0.1415481
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_144.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_144.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_144.jpg,0,0,0,0.1061635
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_211.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_211.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_211.jpg,0,0,0,0.1066052
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_278.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_278.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_278.jpg,0,0,0,0.1062642
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_347.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_347.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_347.jpg,0,0,0,0.1060929
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_414.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_414.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_414.jpg,0,0,0,0.1062205
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_481.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_481.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_481.jpg,0,0,0,0.1063025
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_549.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_549.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_549.jpg,0,0,0,0.1061942
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_616.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_616.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_616.jpg,0,0,0,0.007451387
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_686.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_686.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_686.jpg,0,0,0,0.00369289
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_753.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_753.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_753.jpg,0,0,0,0.002600643
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_820.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_820.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_820.jpg,0,0,0,0.001832216
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_889.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_889.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_889.jpg,0,0,0,0.001358153
C:\Users\giorgos\Desktop\autonomus driving\IMG\center_2021_04_08_18_12_04_957.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\left_2021_04_08_18_12_04_957.jpg,C:\Users\giorgos\Desktop\autonomus driving\IMG\right_2021_04_08_18_12_04_957.jpg,0,0,0,0.001195984
